,startdate_0,socio1_0,rse1_0,edu1_0,edu2_0,edu4_0,rse4de_0,rse3_0,soft2can_0,soft1can_0,time1can_0,time2can_0,time3can_0,time4can_0,time5can_0,timeLike6zaf_0,timeLike7zaf_0,timeLike8zaf_0,timeLike9zaf_0,timeLike10zaf_0,currentEmp1_0,currentEmp12_0,currentEmp10_0,currentEmp11_0,currentEmp13_0,currentEmp13_1,currentEmp13_2,currentEmp13_3,currentEmp13_4,currentEmp13_5,currentEmp13_6,currentEmp13_7,currentEmp13_8,currentEmp13_9,currentEmp13_10,currentEmp13_11,currentEmp13_12,currentEmp13_13,currentEmp13_14,currentEmp13_15,currentEmp13_16,currentEmp13_17,currentEmp13_18,currentEmp13_19,currentEmp13_20,currentEmp13_21,currentEmp13_22,currentEmp13_23,currentEmp13_24,currentEmp13_25,currentEmp13_26,currentEmp13_27,currentEmp13_28,currentEmp13_29,currentEmp13_30,currentEmp13_31,currentEmp13_32,currentEmp13_33,currentEmp13_34,currentEmp13_35,currentEmp13_36,currentEmp13_37,currentEmp13_38,currentEmp13_39,currentEmp13_40,currentEmp13_41,currentEmp13_42,currentEmp13_43,currentEmp13_44,currentEmp13_45,currentEmp13_46,currentEmp13_47,currentEmp13_48,currentEmp13_49,currentEmp13_50,currentEmp13_51,currentEmp13_52,currentEmp13_53,currentEmp13_54,currentEmp13_55,currentEmp13_56,currentEmp13_57,currentEmp13_58,currentEmp13_59,currentEmp13_60,currentEmp13_61,currentEmp13_62,currentEmp13_63,currentEmp13_64,currentEmp13can_0,currentEmp13can_1,currentEmp13can_2,currentEmp13can_3,currentEmp13can_4,currentEmp13can_5,currentEmp13can_6,currentEmp13can_7,currentEmp13can_8,currentEmp13can_9,currentEmp13can_10,currentEmp13can_11,currentEmp13can_12,currentEmp13can_13,currentEmp13can_14,currentEmp13can_15,currentEmp13can_16,currentEmp13can_17,currentEmp13can_18,currentEmp13can_19,currentEmp13can_20,currentEmp13can_21,currentEmp13can_22,currentEmp13can_23,currentEmp13can_24,currentEmp13can_25,currentEmp13can_26,currentEmp13can_27,currentEmp13can_28,currentEmp13can_29,currentEmp13can_30,currentEmp13can_31,currentEmp13can_32,currentEmp13can_33,currentEmp13can_34,currentEmp13can_35,currentEmp13can_36,currentEmp13can_37,currentEmp13can_38,currentEmp13can_39,currentEmp13can_40,currentEmp13can_41,currentEmp13can_42,currentEmp13can_43,currentEmp13can_44,currentEmp13can_45,currentEmp13can_46,currentEmp13can_47,currentEmp13can_48,currentEmp13can_49,currentEmp13can_50,currentEmp13can_51,currentEmp13can_52,currentEmp13can_53,currentEmp13can_54,currentEmp13aus_0,currentEmp13aus_1,currentEmp13aus_2,currentEmp13aus_3,currentEmp13aus_4,currentEmp13aus_5,currentEmp13aus_6,currentEmp13aus_7,currentEmp13aus_8,currentEmp13aus_9,currentEmp13aus_10,currentEmp13aus_11,currentEmp13aus_12,currentEmp13aus_13,currentEmp13aus_14,currentEmp13aus_15,currentEmp13aus_16,currentEmp13aus_17,currentEmp13aus_18,currentEmp13aus_19,currentEmp13aus_20,currentEmp13aus_21,prevEmp1_0,prevEmp2_0,prevEmp2_1,prevEmp2_2,prevEmp2_3,prevEmp2_4,currentWork1_0,currentWork2_0,paper2mod_0,conf1can_0,conf2can_0,proj1can_0,proj2can_0,proj7can_0,proj8can_0,stability1_0,stability2_0,proj4can_0,proj4can_1,proj4can_2,proj4can_3,proj5can_0,open1can_0,open2de_0,open3can_0,open3de_0,open1de_0,proj5zaf_0,proj5zaf_1,proj5zaf_2,proj5zaf_3,proj5zaf_4,proj6zaf_0,train2_0,train3_0,fund2_0,fund2_1,fund2_2,fund2_3,fund2_4,fund2_5,fund2_6,fund2_7,fund2_8,fund2_9,fund2_10,fund2_11,fund2_12,fund2_13,fund2_14,fund2_15,fund2_16,fund1can_0,satisGen1_0,satisGen2_0,recog1_0,recog2_0,recog3_0,turnOver3_0,turnOver6_0,percEmp1_0,percEmp3_0,progRSE1_0,progRSE2_0,progRSE3_0,progRSE5_0,ukrse1_0,org1can_0,org2can_0,org2can_1,org2can_2,org2can_3,org2can_4,tool2_0,tool4can_0,tool4can_1,tool4can_2,tool4can_3,tool4can_4,tool4can_5,tool4can_6,tool4can_7,tool4can_8,tool4can_9,tool4can_10,tool4can_11,tool4can_12,tool4can_13,tool4can_14,tool4can_15,tool4can_16,tool4can_17,tool4can_18,tool4can_19,tool4can_20,tool4can_21,tool4can_22,tool4can_23,tool4can_24,tool4can_25,tool4can_26,tool4can_27,tool4can_28,tool4can_29,tool4can_30,tool4can_31,tool4can_32,tool4can_33,tool4can_34,tool4can_35,tool5can_0,tool5can_1,tool5can_2,tool5can_3,tool5can_4,tool5can_5,tool5can_6,ukrse3_0,ukrse12de_0,skill2_0,Year_0,row_id
10,03/09/2018 17:59,United Kingdom,True,PhD,Computer Science,,False,4,True,20.0,5,3,2,1 (None at all),2,7,3,3,1 (None at all),3,University,Full Time,Fixed term -- funded by project funds,5.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University,Desire to advance research,The salary,Opportunity to develop software,Desire to work in a research environment,Freedom to choose own working practices,Same researcher(s),False,Named as main author,True,Probabilistic modelling in genomics,3.0,1.0,,,1.0,False,False,False,True,False,,10 (All the time),10 (All the time),1 (None at all),,True,False,False,True,False,False,Github,1.0,Intel performance tuning workshop,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,7,6,Strongly Agree,Strongly Agree,Neither agree or disagree,3,Strongly disagree,Agree,Agree,Strongly disagree,Strongly disagree,Disagree,Agree,False,True,True,False,False,True,False,GNU/Linux,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,"PhD computer science, software developer in industry",True,"Understanding of funding opportunities, career progression within institutions",2018,2018_10
11,03/09/2018 22:20,Germany,False,PhD,Biological Sciences,,False,5 - Mostly other people,True,3.0,10 (All my time),1 (None at all),1 (None at all),1 (None at all),1 (None at all),7,3,1 (None at all),1 (None at all),1 (None at all),Other,Part-time,"Freelancer, consultant, contractor",1.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University,Desire to advance research,Freedom to choose own working practices,Opportunity to develop software,Desire to work in a research environment,Flexible working hours,Same researcher(s),False,Named as co-author,False,,3.0,1.0,,,2.0,False,False,False,True,False,,3,10 (All the time),1 (None at all),,True,False,False,True,False,False,"GitHub, Gitlab, Bitbucket, Slack, Trello",0.0,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,0 - Not at all satisfied,10 - Completely satisfied,,Strongly Agree,,1 (None at all),,Strongly Agree,Strongly Agree,,,Strongly Agree,Disagree,False,True,True,False,False,False,True,OS X,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,,,,,,,,Self-Study; in the Free market,True,"Financing, Crowdfunding",2018,2018_11
12,03/09/2018 22:46,Australia,True,AQF 10 - Doctoral Degree,09 Engineering,,False,3,False,10.0,4,4,2,1 (None at all),1 (None at all),3,7,1 (None at all),1 (None at all),1 (None at all),National laboratory,Full Time,Fixed term -- funded by Institution core funding,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,University,Freedom to choose own working practices,I want to learn new skills,Opportunity for career advancement,Desire to advance research,The salary,Regularly change researcher(s),False,Named as co-author,False,,4.0,3.0,,,2.0,False,False,False,True,False,,8,8,1 (None at all),,True,False,False,True,False,False,github,5.0,"optimisation problem modelling in power systems, optmisation modelling for engineers, software for optimisation modelling",True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,,6,4,Neither agree or disagree,Strongly Agree,Disagree,6,Disagree,Agree,Agree,Disagree,Strongly disagree,Agree,Disagree,,,,,,,,OS X,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,partially trained as a computer scientist,True,"management of software projects, metaprogramming and macros, design patterns",2018,2018_12
13,03/09/2018 22:50,United Kingdom,True,PhD,Geology,,False,3,True,10.0,7,2,3,2,6,6,3,2,4,4,National laboratory,Full Time,Permanent -- funded by Institution core funding,40.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University,Desire to work in a research environment,Ability to work across disciplines,Opportunity to develop software,Flexible working hours,Freedom to choose own working practices,Regularly change researcher(s),False,Named as co-author,False,,4.0,3.0,,,2.0,False,True,False,True,False,,4,5,5,,False,False,False,True,False,False,GitLab,5.0,Giving informal small-group training at work,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,8,8,Agree,Agree,Agree,2,Neither agree or disagree,Agree,Strongly Agree,Disagree,Neither agree or disagree,Neither agree or disagree,Agree,False,True,True,False,True,False,False,GNU/Linux,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,,,,,,,,Self taught,True,A functional programming language e.g. Clojure; Negotiation skills; Distributed data processing and storage,2018,2018_13
14,04/09/2018 00:11,New Zealand,True,PhD,Mathematics,,False,5 - Mostly other people,False,10.0,7,2,3,4,3,8,6,2,2,2,University,Full Time,Permanent -- funded by Institution core funding,,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University,Opportunity to develop software,I want to learn new skills,Desire to work in a research environment,Ability to work across disciplines,Flexible working hours,Regularly change researcher(s),False,Acknowledged in acknowledgements section,True,"Science Coding Conference, eResearch NZ",2.0,2.0,,,2.0,False,False,True,True,False,,8,10 (All the time),6,Zenodo,False,False,False,True,False,False,"GitHub, GitLab",4.0,"Local university training, national HPC facility training",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,6,6,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,6,Neither agree or disagree,Disagree,Neither agree or disagree,Strongly disagree,Strongly disagree,Disagree,Agree,True,,,,,,,OS X,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,,,,,,,,Picked it up during PhD,True,"Machine learning/deep learning, advanced parallel programming, technical leadership",2018,2018_14
15,04/09/2018 00:26,United Kingdom,True,Masters Degree,Geography & Environmental Sciences,,False,0 - Mostly me,,20.0,5,5,2,4,4,5,5,2,4,4,University,Full Time,Permanent -- funded by project funds,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Desire to work in a research environment,I want to learn new skills,Desire to advance research,Opportunity to develop software,Ability to work across disciplines,Regularly change researcher(s),False,Named as co-author,True,FOSS4G,5.0,1.0,,,1.0,False,False,False,True,False,,10 (All the time),6,4,Local library,True,False,True,True,False,False,Github,2.0,Postgraduate teaching,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,,6,6,Neither agree or disagree,Agree,Neither agree or disagree,6,Neither agree or disagree,Disagree,Agree,Disagree,Agree,Neither agree or disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,2018_15
16,04/09/2018 01:14,Australia,True,AQF 10 - Doctoral Degree,03 Chemical Sciences,,False,5 - Mostly other people,False,15.0,5,7,4,3,3,6,7,3,4,5,National laboratory,Full Time,Permanent -- funded by Institution core funding,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,University,Desire to work in a research environment,Freedom to choose own working practices,Ability to work across disciplines,I want to learn new skills,Desire to advance research,"Different researchers, same research group",False,Not mentioned at all,False,,3.0,10.0,,,1.0,True,False,False,True,False,,10 (All the time),9,8,zenodo,True,False,False,True,False,False,"github, travisCI, appveyor, email, readthedocs",30.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,6,5,Neither agree or disagree,Agree,Strongly disagree,7,Agree,Strongly disagree,Disagree,Disagree,Strongly disagree,Strongly disagree,Neither agree or disagree,True,,,,,,,OS X,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,self taught,True,"careers management, software carpentry teacher",2018,2018_16
17,04/09/2018 01:26,Australia,True,AQF 10 - Doctoral Degree,06 Biological Sciences,PhD,False,2,False,5.0,4,2,3,7,1 (None at all),6,3,3,4,,Government,Part-time,Permanent -- funded by Institution core funding,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,Government,Flexible working hours,I want to learn new skills,Opportunity to develop software,Desire to work in a research environment,Opportunity for career advancement,Regularly change researcher(s),False,Named as main author,True,ISCB,1.0,1.0,,,1.0,False,False,True,False,False,,10 (All the time),10 (All the time),1 (None at all),,True,False,False,True,False,False,GitHub,300.0,"Ag&F Data School (internal CSIRO internship), Software Carpentry",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,4,2,Neither agree or disagree,Agree,Neither agree or disagree,8,Strongly Agree,Strongly Agree,Agree,Disagree,Strongly disagree,Strongly disagree,Disagree,,,,,,,,OS X,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,,,,,,,,Incomplete electrical engineering degree / self taught on the job.,True,"Testing, optimisation, how to work on large scale collaborative projects.",2018,2018_17
18,04/09/2018 01:33,Australia,True,AQF 10 - Doctoral Degree,02 Physical Sciences,,False,4,True,12.0,4,3,3,3,2,6,4,1 (None at all),3,1 (None at all),University,Full Time,Fixed term -- funded by project funds,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,University,Desire to work in a research environment,Desire to advance research,Opportunity to develop software,Flexible working hours,The salary,"Different researchers, same research group",False,Named as co-author,True,"Python in Astronomy, Astronomical Society of Australia Annual Scientific Meeting",10.0,0.0,,,2.0,False,False,False,True,False,,10 (All the time),10 (All the time),9,Zenodo,True,False,False,True,False,False,github,40.0,Weekly University thing,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,8,7,Strongly Agree,Agree,Neither agree or disagree,4,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Agree,Agree,Neither agree or disagree,Neither agree or disagree,True,,,,,,,OS X,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,Self-taught via mostly web materials and Stack Overflow,True,"Object-oriented programming, communication skills, learning how to teach",2018,2018_18
19,04/09/2018 02:51,Australia,True,AQF 10 - Doctoral Degree,06 Biological Sciences,,False,5 - Mostly other people,True,20.0,6,7,3,2,5,7,8,3,2,2,University,Full Time,Fixed term -- funded by Institution core funding,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,2018_19
20,04/09/2018 03:45,United States,True,PhD,Politics,,False,4,False,5.0,3,2,3,4,2,4,3,3,4,1 (None at all),University,Full Time,Permanent -- funded by Institution core funding,,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False,True,True,False,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University,Flexible working hours,Desire to advance research,Desire to work in a research environment,Opportunity for career advancement,Ability to work across disciplines,Regularly change researcher(s),False,Acknowledged in acknowledgements section,False,,2.0,2.0,,,1.0,False,True,False,False,False,,5,3,1 (None at all),,False,False,False,True,False,False,"GitHub, Bitbucket",10.0,"Software Carpentry, local university training",False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,,7,7,Strongly Agree,Agree,Disagree,3,Disagree,Neither agree or disagree,Agree,Strongly Agree,Disagree,Disagree,Agree,False,True,True,False,False,True,True,OS X,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,,,,,,,,"throughout career; some in school, some in industry job, ongoing learning.  Having completed graduate school is very useful for the research part.",True,"testing software/code, networking with other people with similar positions, neural networks and advanced machine learning platforms",2018,2018_20
21,04/09/2018 04:30,Australia,True,AQF 10 - Doctoral Degree,08 Information and Computing Sciences,,True,0 - Mostly me,False,22.0,4,3,5,2,6,4,3,5,3,5,University,Full Time,Permanent -- funded by Institution core funding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,True,True,False,True,True,True,True,False,True,False,False,False,False,False,False,True,False,False,University,Freedom to choose own working practices,Flexible working hours,Desire to work in a research environment,The salary,Ability to work across disciplines,Regularly change researcher(s),True,Acknowledged in acknowledgements section,True,eResearch Australasia,5.0,1.0,,,1.0,True,False,False,True,True,,7,10 (All the time),5,Datacite via ANDS,True,False,False,True,False,False,"JIRA, Stash (or Bitbucket for enterprise), Bitbucket, Github",10.0,Local university training (co-ordinate the technical training program for researchers),True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,6,7,Agree,Agree,Agree,6,Agree,Agree,Agree,Neither agree or disagree,Agree,Disagree,Neither agree or disagree,False,True,True,False,True,True,True,GNU/Linux,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,True,False,False,False,False,False,,,,,,,,Degree(s) and work experience,True,Managing a team of developers,2018,2018_21
22,04/09/2018 04:44,Australia,True,AQF 10 - Doctoral Degree,02 Physical Sciences,,False,4,False,12.0,5,3,3,1 (None at all),4,7,4,1 (None at all),1 (None at all),2,University,Full Time,Fixed term -- funded by project funds,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,University,Desire to work in a research environment,I want to learn new skills,Desire to advance research,Ability to work across disciplines,Flexible working hours,Regularly change researcher(s),False,Named as co-author,False,,7.0,4.0,,,1.0,False,False,False,True,False,,8,6,4,,True,True,False,True,False,False,,2.0,,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,7,6,Agree,Agree,Disagree,6,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Agree,Strongly Agree,Disagree,Neither agree or disagree,,,,,,,,GNU/Linux,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,,,,,,,,,False,,2018,2018_22
23,04/09/2018 06:10,Australia,True,AQF 10 - Doctoral Degree,04 Earth Sciences,,True,4,True,8.0,4,4,8,3,5,7,10 (All my time),4,3,2,National laboratory,Full Time,Permanent -- funded by Institution core funding,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,University,Ability to work across disciplines,Opportunity for career advancement,Desire to advance research,Freedom to choose own working practices,I want to learn new skills,Regularly change researcher(s),False,Named as co-author,True,AGU Fall meeting EGU and lots of others,10.0,8.0,,,2.0,True,False,False,True,False,,8,4,2,Local repository (data.csiro.au),True,False,False,True,False,False,"Lots - mostly Atlassian suite (JIRA, bitbucket etc) and Github",1.0,"Software carpentry, internal training, industry training as consultant",False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,True,,8,6,Strongly Agree,Agree,Neither agree or disagree,7,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Neither agree or disagree,,,,,,,,OS X,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,True,False,False,True,False,False,False,True,True,False,True,False,False,True,False,False,False,False,False,,,,,,,,Self-taught,False,,2018,2018_23
24,04/09/2018 07:43,Australia,True,AQF 10 - Doctoral Degree,02 Physical Sciences,,False,2,False,28.0,3,3,1 (None at all),1 (None at all),4,6,4,1 (None at all),2,2,National laboratory,Full Time,Permanent -- funded by Institution core funding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,National laboratory,Freedom to choose own working practices,Desire to work in a research environment,Opportunity to develop software,Flexible working hours,Desire to advance research,Same researcher(s),False,Not mentioned at all,,,3.0,1.0,,,1.0,False,False,False,True,False,,10 (All the time),10 (All the time),8,Zenodo,True,False,False,True,False,False,"Github, Bitbucket",0.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,5,,Agree,Agree,Disagree,1 (None at all),Disagree,Disagree,Disagree,Disagree,Disagree,Strongly disagree,Neither agree or disagree,True,,,,,,,GNU/Linux,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,On the job,True,Web-based development,2018,2018_24
25,04/09/2018 08:21,Australia,True,AQF 9 - Masters Degree,08 Information and Computing Sciences,,True,2,False,3.0,5,8,1 (None at all),2,3,7,8,1 (None at all),2,2,Non-profit organization,Full Time,Research/Student Assistant,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,University,Desire to advance research,Opportunity for career advancement,I want to learn new skills,Opportunity to develop software,Flexible working hours,Same researcher(s),False,Named as co-author,True,"Australian Bioinformatics and Computational Biology Society Conference, GeneMappers, Genomics of Rare Disease, Lorne Genome",1.0,1.0,,,1.0,False,False,False,True,False,,10 (All the time),10 (All the time),7,Zenodo,True,False,False,True,False,False,GitHub,6.0,"Software Carpentry/Data Carpentry, workshops organised by a national student group",False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,8,8,Strongly Agree,Agree,Neither agree or disagree,1 (None at all),Strongly disagree,Strongly Agree,Strongly Agree,Agree,Disagree,Agree,Strongly Agree,False,True,True,True,False,False,False,GNU/Linux,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,,,,,,,,"Some formal education (Masters), much of it self-taught as part of my research, some workshops",True,,2018,2018_25
